"","apt_juso..duplicated.apt_juso...."
"12746","제주특별자치도 서귀포시 안덕면 동광리 1474"
"12747","제주특별자치도 서귀포시 안덕면 동광리 1476"
"12748","제주특별자치도 서귀포시 안덕면 동광리 1484"
"12749","제주특별자치도 서귀포시 안덕면 동광리 1485"
"12750","제주특별자치도 서귀포시 안덕면 동광리 1497-14"
"12751","제주특별자치도 서귀포시 안덕면 동광리 1497-15"
"12752","제주특별자치도 서귀포시 안덕면 동광리 1497-16"
"12753","제주특별자치도 서귀포시 안덕면 동광리 1497-17"
"12754","제주특별자치도 서귀포시 안덕면 동광리 1501"
"12755","제주특별자치도 서귀포시 안덕면 동광리 1503"
"12756","제주특별자치도 서귀포시 안덕면 동광리 85-2"
"12757","제주특별자치도 서귀포시 안덕면 동광리 1479"
"12758","제주특별자치도 서귀포시 안덕면 동광리 1496-1"
"12759","제주특별자치도 서귀포시 안덕면 동광리 1497"
"12760","제주특별자치도 서귀포시 안덕면 동광리 123"
"12761","제주특별자치도 서귀포시 안덕면 동광리 959"
"12762","제주특별자치도 서귀포시 안덕면 동광리 966"
"12763","제주특별자치도 서귀포시 안덕면 동광리 1063-1"
"12764","제주특별자치도 서귀포시 안덕면 동광리 711"
"12765","제주특별자치도 서귀포시 안덕면 동광리 137"
"12766","제주특별자치도 서귀포시 안덕면 동광리 407"
"12767","제주특별자치도 서귀포시 안덕면 동광리 570-1"
"12768","제주특별자치도 서귀포시 안덕면 동광리 870-2"
"12769","제주특별자치도 서귀포시 안덕면 동광리 1435"
"12770","제주특별자치도 서귀포시 안덕면 동광리 1396"
"12771","제주특별자치도 서귀포시 안덕면 동광리 1394-9"
"12772","제주특별자치도 서귀포시 안덕면 동광리 1005"
"12773","제주특별자치도 서귀포시 안덕면 동광리 1144"
"12774","제주특별자치도 서귀포시 안덕면 동광리 1148"
"12775","제주특별자치도 서귀포시 안덕면 광평리 126"
"12776","제주특별자치도 서귀포시 안덕면 광평리 170"
"12777","제주특별자치도 서귀포시 안덕면 광평리 209"
"12778","제주특별자치도 서귀포시 안덕면 광평리 230"
"12779","제주특별자치도 서귀포시 안덕면 광평리 74"
"12780","제주특별자치도 서귀포시 안덕면 광평리 263-1"
"12781","제주특별자치도 서귀포시 안덕면 광평리 127"
"12782","제주특별자치도 서귀포시 안덕면 광평리 300"
"12783","제주특별자치도 서귀포시 안덕면 광평리 301"
"12784","제주특별자치도 서귀포시 안덕면 광평리 302"
"12785","제주특별자치도 서귀포시 안덕면 광평리 306"
"12786","제주특별자치도 서귀포시 안덕면 광평리 307"
"12787","제주특별자치도 서귀포시 안덕면 광평리 308"
"12788","제주특별자치도 서귀포시 안덕면 광평리 309"
"12789","제주특별자치도 서귀포시 안덕면 광평리 310"
"12790","제주특별자치도 서귀포시 안덕면 광평리 311"
"12791","제주특별자치도 서귀포시 안덕면 광평리 314"
"12792","제주특별자치도 서귀포시 안덕면 광평리 315"
"12793","제주특별자치도 서귀포시 안덕면 광평리 316"
"12794","제주특별자치도 서귀포시 안덕면 광평리 317"
"12795","제주특별자치도 서귀포시 안덕면 광평리 318"
"12796","제주특별자치도 서귀포시 안덕면 광평리 319"
"12797","제주특별자치도 서귀포시 안덕면 광평리 113"
"12798","제주특별자치도 서귀포시 안덕면 광평리 114"
"12799","제주특별자치도 서귀포시 안덕면 광평리 115"
"12800","제주특별자치도 서귀포시 안덕면 광평리 116"
"12801","제주특별자치도 서귀포시 안덕면 광평리 129-2"
"12802","제주특별자치도 서귀포시 안덕면 광평리 136"
"12803","제주특별자치도 서귀포시 안덕면 광평리 64"
"12804","제주특별자치도 서귀포시 안덕면 광평리 65"
"12805","제주특별자치도 서귀포시 안덕면 광평리 295"
"12806","제주특별자치도 서귀포시 안덕면 광평리 296"
"12807","제주특별자치도 서귀포시 안덕면 광평리 226-2"
"12808","제주특별자치도 서귀포시 안덕면 광평리 80"
"12809","제주특별자치도 서귀포시 안덕면 광평리 256"
"12810","제주특별자치도 서귀포시 안덕면 광평리 97"
"12811","제주특별자치도 서귀포시 안덕면 광평리 108"
"12812","제주특별자치도 서귀포시 안덕면 광평리 101"
"12813","제주특별자치도 서귀포시 안덕면 광평리 105"
"12814","제주특별자치도 서귀포시 안덕면 광평리 130"
"12815","제주특별자치도 서귀포시 안덕면 광평리 132"
"12816","제주특별자치도 서귀포시 안덕면 광평리 137"
"12817","제주특별자치도 서귀포시 안덕면 광평리 142"
"12818","제주특별자치도 서귀포시 안덕면 광평리 144"
"12819","제주특별자치도 서귀포시 안덕면 광평리 146"
"12820","제주특별자치도 서귀포시 안덕면 광평리 151"
"12821","제주특별자치도 서귀포시 안덕면 광평리 287"
"12822","제주특별자치도 서귀포시 안덕면 광평리 288"
"12823","제주특별자치도 서귀포시 안덕면 광평리 290"
"12824","제주특별자치도 서귀포시 안덕면 광평리 291"
"12825","제주특별자치도 서귀포시 안덕면 광평리 292"
"12826","제주특별자치도 서귀포시 안덕면 광평리 293"
"12827","제주특별자치도 서귀포시 안덕면 광평리 19"
"12828","제주특별자치도 서귀포시 안덕면 광평리 20"
"12829","제주특별자치도 서귀포시 안덕면 광평리 22"
"12830","제주특별자치도 서귀포시 안덕면 광평리 24"
"12831","제주특별자치도 서귀포시 안덕면 광평리 27"
"12832","제주특별자치도 서귀포시 안덕면 광평리 27-2"
"12833","제주특별자치도 서귀포시 안덕면 광평리 28"
"12834","제주특별자치도 서귀포시 안덕면 광평리 29"
"12835","제주특별자치도 서귀포시 안덕면 광평리 6"
"12836","제주특별자치도 서귀포시 안덕면 광평리 79"
"12837","제주특별자치도 서귀포시 안덕면 광평리 81"
"12838","제주특별자치도 서귀포시 안덕면 광평리 41"
"12839","제주특별자치도 서귀포시 안덕면 광평리 42"
"12840","제주특별자치도 서귀포시 안덕면 광평리 219"
"12841","제주특별자치도 서귀포시 안덕면 광평리 220"
"12842","제주특별자치도 서귀포시 안덕면 광평리 60"
"12843","제주특별자치도 서귀포시 안덕면 광평리 63"
"12844","제주특별자치도 서귀포시 안덕면 광평리 84-2"
"12845","제주특별자치도 서귀포시 안덕면 광평리 11-4"
"12846","제주특별자치도 서귀포시 안덕면 광평리 150"
"12847","제주특별자치도 서귀포시 안덕면 광평리 152-1"
"12848","제주특별자치도 서귀포시 안덕면 광평리 203"
"12849","제주특별자치도 서귀포시 안덕면 광평리 53"
"12850","제주특별자치도 서귀포시 안덕면 광평리 54"
"12851","제주특별자치도 서귀포시 안덕면 광평리 55"
"12852","제주특별자치도 서귀포시 안덕면 광평리 43"
"12853","제주특별자치도 서귀포시 안덕면 광평리 148"
"12854","제주특별자치도 서귀포시 안덕면 광평리 46"
"12855","제주특별자치도 서귀포시 안덕면 광평리 44"
"12856","제주특별자치도 서귀포시 안덕면 광평리 47"
"12857","제주특별자치도 서귀포시 안덕면 광평리 49"
"12858","제주특별자치도 서귀포시 안덕면 광평리 50"
"12859","제주특별자치도 서귀포시 안덕면 광평리 50-1"
"12860","제주특별자치도 서귀포시 안덕면 광평리 51"
"12861","제주특별자치도 서귀포시 안덕면 광평리 106-2"
"12862","제주특별자치도 서귀포시 안덕면 광평리 107-2"
"12863","제주특별자치도 서귀포시 안덕면 광평리 110-2"
"12864","제주특별자치도 서귀포시 안덕면 광평리 18-1"
"12865","제주특별자치도 서귀포시 안덕면 광평리 169"
"12866","제주특별자치도 서귀포시 안덕면 광평리 176"
"12867","제주특별자치도 서귀포시 안덕면 광평리 162"
"12868","제주특별자치도 서귀포시 안덕면 광평리 30"
"12869","제주특별자치도 서귀포시 안덕면 광평리 181"
"12870","제주특별자치도 서귀포시 안덕면 광평리 229"
"12871","제주특별자치도 서귀포시 안덕면 광평리 272"
"12872","제주특별자치도 서귀포시 안덕면 광평리 298"
"12873","제주특별자치도 서귀포시 안덕면 상천리 476-1"
"12874","제주특별자치도 서귀포시 안덕면 상천리 478-1"
"12875","제주특별자치도 서귀포시 안덕면 상천리 670"
"12876","제주특별자치도 서귀포시 안덕면 상천리 744"
"12877","제주특별자치도 서귀포시 안덕면 상천리 468"
"12878","제주특별자치도 서귀포시 안덕면 상천리 493"
"12879","제주특별자치도 서귀포시 안덕면 상천리 569"
"12880","제주특별자치도 서귀포시 안덕면 상천리 776-1"
"12881","제주특별자치도 서귀포시 안덕면 상천리 477"
"12882","제주특별자치도 서귀포시 안덕면 상천리 647"
"12883","제주특별자치도 서귀포시 안덕면 상천리 768"
"12884","제주특별자치도 서귀포시 안덕면 상천리 3-1"
"12885","제주특별자치도 서귀포시 안덕면 상천리 492"
"12886","제주특별자치도 서귀포시 안덕면 상천리 495"
"12887","제주특별자치도 서귀포시 안덕면 상천리 617-4"
"12888","제주특별자치도 서귀포시 안덕면 상천리 617-6"
"12889","제주특별자치도 서귀포시 안덕면 상천리 43"
"12890","제주특별자치도 서귀포시 안덕면 상천리 3"
"12891","제주특별자치도 서귀포시 안덕면 상천리 725"
"12892","제주특별자치도 서귀포시 안덕면 상천리 721"
"12893","제주특별자치도 서귀포시 안덕면 상천리 413"
"12894","제주특별자치도 서귀포시 안덕면 상천리 668"
"12895","제주특별자치도 서귀포시 안덕면 상천리 625"
"12896","제주특별자치도 서귀포시 안덕면 상천리 620-2"
"12897","제주특별자치도 서귀포시 안덕면 상천리 531"
"12898","제주특별자치도 서귀포시 안덕면 상천리 475-2"
"12899","제주특별자치도 서귀포시 안덕면 상천리 611-1"
"12900","제주특별자치도 서귀포시 안덕면 상천리 620-9"
"12901","제주특별자치도 서귀포시 안덕면 상천리 598"
"12902","제주특별자치도 서귀포시 안덕면 상천리 573"
"12903","제주특별자치도 서귀포시 표선면 표선리 2127-1"
"12904","제주특별자치도 서귀포시 표선면 표선리 2128"
"12905","제주특별자치도 서귀포시 표선면 표선리 238-1"
"12906","제주특별자치도 서귀포시 표선면 표선리 2739"
"12907","제주특별자치도 서귀포시 표선면 표선리 2307-1"
"12908","제주특별자치도 서귀포시 표선면 표선리 2307-2"
"12909","제주특별자치도 서귀포시 표선면 표선리 1425"
"12910","제주특별자치도 서귀포시 표선면 표선리 2123"
"12911","제주특별자치도 서귀포시 표선면 표선리 2123-3"
"12912","제주특별자치도 서귀포시 표선면 표선리 1144-1"
"12913","제주특별자치도 서귀포시 표선면 표선리 37-1"
"12914","제주특별자치도 서귀포시 표선면 표선리 915"
"12915","제주특별자치도 서귀포시 표선면 표선리 917"
"12916","제주특별자치도 서귀포시 표선면 표선리 2495"
"12917","제주특별자치도 서귀포시 표선면 표선리 1698"
"12918","제주특별자치도 서귀포시 표선면 표선리 296-1"
"12919","제주특별자치도 서귀포시 표선면 표선리 296-2"
"12920","제주특별자치도 서귀포시 표선면 표선리 234-1"
"12921","제주특별자치도 서귀포시 표선면 표선리 2310"
"12922","제주특별자치도 서귀포시 표선면 표선리 234-2"
"12923","제주특별자치도 서귀포시 표선면 표선리 234-3"
"12924","제주특별자치도 서귀포시 표선면 표선리 231-1"
"12925","제주특별자치도 서귀포시 표선면 표선리 231-4"
"12926","제주특별자치도 서귀포시 표선면 표선리 228-1"
"12927","제주특별자치도 서귀포시 표선면 표선리 228-3"
"12928","제주특별자치도 서귀포시 표선면 표선리 137-1"
"12929","제주특별자치도 서귀포시 표선면 표선리 1769"
"12930","제주특별자치도 서귀포시 표선면 표선리 127-1"
"12931","제주특별자치도 서귀포시 표선면 표선리 2509"
"12932","제주특별자치도 서귀포시 표선면 표선리 2509-1"
"12933","제주특별자치도 서귀포시 표선면 표선리 2779"
"12934","제주특별자치도 서귀포시 표선면 표선리 2779-1"
"12935","제주특별자치도 서귀포시 표선면 표선리 2780"
"12936","제주특별자치도 서귀포시 표선면 표선리 2780-1"
"12937","제주특별자치도 서귀포시 표선면 표선리 2557"
"12938","제주특별자치도 서귀포시 표선면 표선리 1767"
